term,polarity,language
仕方のない,negative,ja
使いづらい,negative,ja
使いにくい,negative,ja
使い難い,negative,ja
使い物にならない,negative,ja
刺々しい,negative,ja
刺刺しい,negative,ja
子供っぽい,negative,ja
子供だまし,negative,ja
子供騙し,negative,ja
思いきりの悪い,negative,ja
思い切りの悪い,negative,ja
思わしくない,negative,ja
支障がある,negative,ja
脂こい,negative,ja
脂っこい,negative,ja
歯が立たない,negative,ja
歯痒い,negative,ja
耳年増,negative,ja
自縄自縛,negative,ja
七転八倒,negative,ja
七面倒臭い,negative,ja
執念深い,negative,ja
質感がない,negative,ja
邪険,negative,ja
邪魔者,negative,ja
邪魔物,negative,ja
邪魔くさい,negative,ja
邪慳,negative,ja
寂しげ,negative,ja
寂れる,negative,ja
寂寞,negative,ja
弱々しい,negative,ja
弱り目,negative,ja
弱り目にたたり目,negative,ja
弱虫,negative,ja
守銭奴,negative,ja
手がつけられない,negative,ja
手が出ない,negative,ja
手が足りない,negative,ja
手におえない,negative,ja
手に余る,negative,ja
手の出し様がない,negative,ja
手ぬるい,negative,ja
手ひどい,negative,ja
手緩い,negative,ja
手狭,negative,ja
手厳しい,negative,ja
手荒,negative,ja
手荒い,negative,ja
手酷い,negative,ja
手重い,negative,ja
手痛い,negative,ja
手薄,negative,ja
酒落臭い,negative,ja
受け入れ難い,negative,ja
受け付けない,negative,ja
呪わしい,negative,ja
臭い,negative,ja
醜い,negative,ja
重々しい,negative,ja
重苦しい,negative,ja
重重しい,negative,ja
術無い,negative,ja
峻険,negative,ja
峻厳,negative,ja
峻嶮,negative,ja
暑がり,negative,ja
暑苦しい,negative,ja
女たらし,negative,ja
女女しい,negative,ja
小難しい,negative,ja
小汚い,negative,ja
小気味が悪い,negative,ja
小賢しい,negative,ja
小心翼翼,negative,ja
小憎らしい,negative,ja
小便くさい,negative,ja
小面憎い,negative,ja
小利口,negative,ja
小癪にさわる,negative,ja
焦れったい,negative,ja
省きすぎる,negative,ja
笑止千万,negative,ja
上っ面だけ,negative,ja
上滑り,negative,ja
上辷り,negative,ja
冗談じゃない,negative,ja
冗長,negative,ja
冗漫,negative,ja
情けが無い,negative,ja
情け知らず,negative,ja
情け容赦もない,negative,ja
情けない,negative,ja
情強,negative,ja
色あせる,negative,ja
色気がない,negative,ja
尻が軽い,negative,ja
尻が重い,negative,ja
尻の穴が小さい,negative,ja
尻ごみ,negative,ja
尻軽,negative,ja
尻込み,negative,ja
伸びがない,negative,ja
信じがたい,negative,ja
寝覚めが悪い,negative,ja
寝苦しい,negative,ja
寝耳に水,negative,ja
心が重い,negative,ja
心が騒ぐ,negative,ja
心を乱す,negative,ja
心許ない,negative,ja
心許無い,negative,ja
心苦しい,negative,ja
心無い,negative,ja
心憂い,negative,ja
新鮮味はない,negative,ja
深みがない,negative,ja
身もふたもない,negative,ja
身も蓋もない,negative,ja
身の程知らず,negative,ja
辛気くさい,negative,ja
辛気臭い,negative,ja
人が悪い,negative,ja
人を食った,negative,ja
人気がない,negative,ja
人気はない,negative,ja
人泣かせ,negative,ja
人聞きが悪い,negative,ja
人聞きの悪い,negative,ja
人目につく,negative,ja
人恋しい,negative,ja
図々しい,negative,ja
水の泡,negative,ja
水の泡になる,negative,ja
水臭い,negative,ja
嵩張る,negative,ja
寸づまり,negative,ja
寸足らず,negative,ja
世間知らず,negative,ja
世知辛い,negative,ja
凄惨,negative,ja
凄絶,negative,ja
性悪,negative,ja
生ぬるい,negative,ja
生硬,negative,ja
生煮え,negative,ja
青臭い,negative,ja
青二才,negative,ja
脆い,negative,ja
惜しい,negative,ja
惜しくも,negative,ja
拙い,negative,ja
拙劣,negative,ja
節度がない,negative,ja
絶体絶命,negative,ja
絶望的,negative,ja
舌先三寸,negative,ja
戦闘的,negative,ja
浅はか,negative,ja
浅ましい,negative,ja
浅薄,negative,ja
浅慮,negative,ja
詮無い,negative,ja
賎しい,negative,ja
疎い,negative,ja
疎か,negative,ja
疎ましい,negative,ja
疎略,negative,ja
粗削り,negative,ja
粗雑,negative,ja
粗大,negative,ja
粗暴,negative,ja
粗末,negative,ja
粗野,negative,ja
粗笨,negative,ja
素気無い,negative,ja
素っ気ない,negative,ja
素っ気もない,negative,ja
素っ気も無い,negative,ja
素っ気無い,negative,ja
素っ頓狂,negative,ja
素頓狂,negative,ja
鼠輩,negative,ja
早計,negative,ja
騒々しい,negative,ja
騒がしい,negative,ja
騒然たる,negative,ja
騒騒しい,negative,ja
増悪,negative,ja
憎々しい,negative,ja
憎体,negative,ja
息苦しい,negative,ja
俗っぽい,negative,ja
俗悪,negative,ja
俗物,negative,ja
俗離れ,negative,ja
卒爾,negative,ja
遜色がある,negative,ja
多情多恨,negative,ja
惰弱,negative,ja
駄目,negative,ja
耐え難い,negative,ja
態とらしい,negative,ja
態度が大きい,negative,ja
大それた,negative,ja
大仰,negative,ja
大愚,negative,ja
大形,negative,ja
大嫌い,negative,ja
濁るた,negative,ja
嘆かわしい,negative,ja
短慮,negative,ja
暖簾に腕押し,negative,ja
男尊女卑,negative,ja
値が張る,negative,ja
恥知らず,negative,ja
恥曝し,negative,ja
痴れ者,negative,ja
稚気,negative,ja
致し方ない,negative,ja
致し方無い,negative,ja
致命的,negative,ja
遅々たる,negative,ja
遅い,negative,ja
遅緩,negative,ja
遅鈍,negative,ja
茶番劇,negative,ja
虫がいい,negative,ja
虫が好くない,negative,ja
虫のいい,negative,ja
虫酸が走る,negative,ja
張りつめる,negative,ja
張り出しすぎ,negative,ja
挑発的,negative,ja
調子はずれ,negative,ja
長たらしい,negative,ja
沈痛,negative,ja
沈鬱,negative,ja
陳腐,negative,ja
痛々しい,negative,ja
痛ましい,negative,ja
低級,negative,ja
低質,negative,ja
低俗,negative,ja
低能,negative,ja
低劣,negative,ja
底が浅い,negative,ja
底が知れない,negative,ja
底意地の悪い,negative,ja
程遠い,negative,ja
締まりがない,negative,ja
締まりが無い,negative,ja
締まりのない,negative,ja
締まり屋,negative,ja
締りがない,negative,ja
締りが無い,negative,ja
諦めの悪い,negative,ja
泥くさい,negative,ja
泥臭い,negative,ja
鉄面皮,negative,ja
天保銭,negative,ja
田舎くさい,negative,ja
田舎っぽい,negative,ja
田舎臭い,negative,ja
徒,negative,ja
徒爾,negative,ja
杜撰,negative,ja
途方もない,negative,ja
途方も無い,negative,ja
都合が悪い,negative,ja
度が強い,negative,ja
度し難い,negative,ja
土くさい,negative,ja
土臭い,negative,ja
怒りっぽい,negative,ja
怒り心頭,negative,ja
怒り心頭に発する,negative,ja
盗人猛猛しい,negative,ja
逃げ腰,negative,ja
頭が固い,negative,ja
頭が高い,negative,ja
頭へ来る,negative,ja
頭をひねる,negative,ja
頭を捻る,negative,ja
頭を冷やす,negative,ja
道理に外れた,negative,ja
得体の知れない,negative,ja
毒にも薬にもならぬ,negative,ja
毒々しい,negative,ja
独断的,negative,ja
突拍子もない,negative,ja
突慳貪,negative,ja
豚に真珠,negative,ja
鈍,negative,ja
鈍臭い,negative,ja
鈍根,negative,ja
鈍重,negative,ja
鈍物,negative,ja
内弁慶,negative,ja
馴れ馴れしい,negative,ja
難がある,negative,ja
難物,negative,ja
二の句がつげない,negative,ja
二目と見られない,negative,ja
日陰者,negative,ja
乳臭,negative,ja
乳臭い,negative,ja
入りづらい,negative,ja
入りにくい,negative,ja
如何わしい,negative,ja
猫に小判,negative,ja
猫の額,negative,ja
熱鬧,negative,ja
年寄りくさい,negative,ja
粘っこい,negative,ja
悩ましい,negative,ja
能なし,negative,ja
能無し,negative,ja
波がある,negative,ja
派手好み,negative,ja
破壊的,negative,ja
破戒無慙,negative,ja
破滅的,negative,ja
破廉恥,negative,ja
馬の耳に念仏,negative,ja
馬耳東風,negative,ja
馬鹿くさい,negative,ja
馬鹿にする,negative,ja
馬鹿者,negative,ja
馬鹿野郎,negative,ja
馬鹿らしい,negative,ja
馬鹿臭い,negative,ja
馬鹿馬鹿しい,negative,ja
背筋が寒くなる,negative,ja
買い得,negative,ja
売国奴,negative,ja
白々しい,negative,ja
白眼視する,negative,ja
薄ぎたない,negative,ja
薄ぐらい,negative,ja
薄っぺら,negative,ja
薄暗い,negative,ja
薄汚い,negative,ja
薄気味悪い,negative,ja
薄馬鹿,negative,ja
薄氷を踏む思い,negative,ja
迫力がない,negative,ja
漠漠,negative,ja
莫迦,negative,ja
八方美人,negative,ja
髪の毛を逆立てる,negative,ja
罰金もの,negative,ja
抜差しならない,negative,ja
半可通,negative,ja
半間,negative,ja
半人前,negative,ja
反りが合わない,negative,ja
反対,negative,ja
繁雑,negative,ja
煩わしい,negative,ja
卑しい,negative,ja
卑しんぼう,negative,ja
卑しん坊,negative,ja
卑わい,negative,ja
卑賎,negative,ja
卑俗,negative,ja
卑劣,negative,ja
卑猥,negative,ja
卑陋,negative,ja
否定的,negative,ja
悲しい,negative,ja
悲酸,negative,ja
悲壮,negative,ja
悲愴,negative,ja
皮相,negative,ja
非人道的,negative,ja
非の打ち所がある,negative,ja
尾篭,negative,ja
鼻に付く,negative,ja
鼻っぱしが強い,negative,ja
鼻っ柱が強い,negative,ja
鼻持ちがならない,negative,ja
鼻持ちならない,negative,ja
鼻息が荒い,negative,ja
表六玉,negative,ja
品がない,negative,ja
貧しい,negative,ja
貧寒,negative,ja
貧賎,negative,ja
貧相,negative,ja
貧乏くさい,negative,ja
貧乏人,negative,ja
不似合,negative,ja
不深切,negative,ja
不釣り合い,negative,ja
不熱心,negative,ja
不勉強,negative,ja
不ぞろい,negative,ja
不まじめ,negative,ja
不穏,negative,ja
不穏当,negative,ja
不可解,negative,ja
不可思議,negative,ja
不格好,negative,ja
不恰好,negative,ja
不謹慎,negative,ja
不見識,negative,ja
不甲斐ない,negative,ja
不行き届き,negative,ja
不行届,negative,ja
不行届き,negative,ja
不作法,negative,ja
不充分,negative,ja
不承知,negative,ja
不粋,negative,ja
不正直,negative,ja
不精者,negative,ja
不誠実,negative,ja
不鮮明,negative,ja
不相応,negative,ja
不束,negative,ja
不体裁,negative,ja
不退転,negative,ja
不釣合,negative,ja
不定,negative,ja
不適,negative,ja
不適切,negative,ja
不適当,negative,ja
不徹底,negative,ja
不透明,negative,ja
不同,negative,ja
不得要領,negative,ja
不評を買う,negative,ja
不敏,negative,ja
不本意,negative,ja
不味い,negative,ja
不明瞭,negative,ja
不明朗,negative,ja
不面目,negative,ja
不慮,negative,ja
不躾,negative,ja
付けにくい,negative,ja
付け焼き刃,negative,ja
敷居が高い,negative,ja
浮き腰,negative,ja
浮き足立つ,negative,ja
浮薄,negative,ja
風の前のちり,negative,ja
風向きが悪い,negative,ja
風上にも置けない,negative,ja
風来坊,negative,ja
腹が黒い,negative,ja
腹が立つ,negative,ja
腹の立つ,negative,ja
腹汚い,negative,ja
腹だつ,negative,ja
腹黒い,negative,ja
複雑怪奇,negative,ja
覆水盆に返るぬ,negative,ja
物々しい,negative,ja
物わかりが悪い,negative,ja
物わかりの悪い,negative,ja
物恐ろしい,negative,ja
物見高い,negative,ja
物寂しい,negative,ja
物臭,negative,ja
物凄まじい,negative,ja
物足りない,negative,ja
物体無い,negative,ja
物悲しい,negative,ja
物物しい,negative,ja
物憂い,negative,ja
分がわるい,negative,ja
分が悪い,negative,ja
分からず屋,negative,ja
分かりづらい,negative,ja
分別臭い,negative,ja
紛い物,negative,ja
紛然,negative,ja
紛紛,negative,ja
文無し,negative,ja
聞きづらい,negative,ja
聞きにくい,negative,ja
聞き苦しい,negative,ja
聞き辛い,negative,ja
聞き分けのない,negative,ja
聞く?にくい,negative,ja
聞苦しい,negative,ja
兵六玉,negative,ja
米食い虫,negative,ja
癖がある,negative,ja
蔑む,negative,ja
蔑ろ,negative,ja
偏狭,negative,ja
偏屈,negative,ja
偏窟,negative,ja
変ちきりん,negative,ja
変ちくりん,negative,ja
変則的,negative,ja
片意地,negative,ja
片寄る,negative,ja
片腹痛い,negative,ja
辺ぴ,negative,ja
辺鄙,negative,ja
放佚,negative,ja
法外,negative,ja
飽きが来る,negative,ja
飽き足りない,negative,ja
飽くっぽい,negative,ja
乏しい,negative,ja
忙しい,negative,ja
暴悪,negative,ja
暴慢,negative,ja
暴戻,negative,ja
暴力的,negative,ja
謀叛人,negative,ja
朴念仁,negative,ja
凡愚,negative,ja
凡骨,negative,ja
埋もれる,negative,ja
末恐ろしい,negative,ja
慢性的,negative,ja
漫ろ,negative,ja
味がない,negative,ja
味もそっけもない,negative,ja
味もそっけも無い,negative,ja
味も素気もない,negative,ja
味気ない,negative,ja
味気無い,negative,ja
味噌っ滓,negative,ja
未練がましい,negative,ja
魅力がない,negative,ja
妙ちきりん,negative,ja
無細工,negative,ja
無愛敬,negative,ja
無愛嬌,negative,ja
無闇矢鱈,negative,ja
無意義,negative,ja
無為,negative,ja
無縁,negative,ja
無音,negative,ja
無機的,negative,ja
無気味,negative,ja
無骨,negative,ja
無作法,negative,ja
無粋,negative,ja
無恥,negative,ja
無鉄砲,negative,ja
